episode_number,episode_reward
329,-23.77493248005667
330,-23.756063366087716
331,-23.76659811685173
332,-23.726657333778313
333,-23.676514930818293
334,-23.636494098602842
335,-23.62649168998341
336,-23.624923112671272
337,-23.644443863758582
338,-23.674339854548663
339,-23.67424257193995
340,-23.674092545399255
341,-23.654094985365433
342,-23.633292847282117
343,-23.593223855497527
344,-23.603140711924375
345,-23.581890913472638
346,-23.53135910499705
347,-23.521505549831957
348,-23.501502832062506
349,-23.50141998647346
350,-23.47019206813863
351,-23.470190707791406
352,-23.429042733899106
353,-23.418825611186502
354,-23.407987766604816
355,-23.34793728976128
356,-23.317660590207154
357,-23.308288882046845
358,-23.297825733578744
359,-23.32765207977565
360,-23.297271975079795
361,-23.26688866061605
362,-23.296884685346694
363,-23.234851283945755
364,-23.205026904588212
365,-23.206801166621187
366,-23.195766518518052
367,-23.164489563474582
368,-23.163207669983066
369,-23.173020816447224
370,-23.162735591197197
371,-23.141622423752164
372,-23.161487276495635
373,-23.151474749562897
374,-23.089598759466526
375,-23.049364153846547
376,-23.039462428920338
377,-23.029629439739345
378,-22.989238248295855
379,-22.969220574157404
380,-22.90898262042099
381,-22.899709469656326
382,-22.88969902597729
383,-22.849081541525635
384,-22.808161717029297
385,-22.78687151947315
386,-22.736832929346452
387,-22.716145642748224
388,-22.686149439022042
389,-22.746162525409712
390,-22.736090127996153
391,-22.765228247564682
392,-22.72568176740745
393,-22.665707201708283
394,-22.656202913269443
395,-22.614672561115434
396,-22.604310717605873
397,-22.58407875517772
398,-22.542055014838724
399,-22.522045169525512
400,-22.55270442533773
401,-22.51239729805939
402,-22.482025112017666
403,-22.5220385615118
404,-22.478630866504794
405,-22.508192662843967
406,-22.458018672173488
407,-22.425084066134353
408,-22.44522145559704
409,-22.43530514988192
410,-22.444988356700854
411,-22.419572013831548
412,-22.430378345613217
413,-22.430203876440846
414,-22.378160277091823
415,-22.348422394761666
416,-22.366710450812253
417,-22.3666862111412
418,-22.3473910429402
419,-22.335980951959645
420,-22.376166358660427
421,-22.396783111950928
422,-22.354220394727154
423,-22.27401151894079
424,-22.283649917160343
425,-22.283685974700607
426,-22.303978342925284
427,-22.25367551576294
428,-22.253850161722106
429,-22.284660914679588
430,-22.274616670868085
431,-22.274590791755074
432,-22.324751319810012
433,-22.323770322389464
434,-22.333737238852983
435,-22.26070096070741
436,-22.249472502451322
437,-22.289957875921495
438,-22.249784591397287
439,-22.178872805562676
440,-22.249022832103375
441,-22.208627532112637
442,-22.176637912375412
443,-22.151715032843104
444,-22.12097740133532
445,-22.1222990527899
446,-22.132438441261435
447,-22.082242134753663
448,-22.04053431698981
449,-21.980019677781897
450,-21.940633841834202
451,-21.90990499189958
452,-21.89097893165397
453,-21.890303306014825
454,-21.871004272390937
455,-21.868834993149527
456,-21.869030673858497
457,-21.817429581473384
458,-21.775646629705598
459,-21.745589487814172
460,-21.735833038973393
461,-21.71412440948654
462,-21.633480961505157
463,-21.655445014573775
464,-21.624810923987724
465,-21.614716722495096
466,-21.586114292262774
467,-21.577343512341816
468,-21.535693811574177
469,-21.526300210096966
470,-21.56637331309212
471,-21.567428904361208
472,-21.568421041976208
473,-21.50412836156524
474,-21.495836032287993
475,-21.44516323391382
476,-21.377990524911038
477,-21.29479182957841
478,-21.29498891604999
479,-21.240001936923072
480,-21.245136665678892
481,-21.235016330641148
482,-21.173982597058338
483,-21.245448088599606
484,-21.32642081284594
485,-21.347663975299888
486,-21.337566169395565
487,-21.308642992329798
488,-21.266710555337195
489,-21.185359733293083
490,-21.134564862579523
491,-21.104958649734876
492,-21.074047819484445
493,-21.09408383417105
494,-21.134244197881046
495,-21.13544242255383
496,-21.094679134816793
497,-21.03396688772002
498,-21.11606343090361
499,-21.049126213079038
500,-20.987391412929828
501,-20.963521982180993
502,-20.993754354788766
503,-20.916062329425145
504,-20.92937740014954
505,-20.88749920913014
506,-20.86372475414248
507,-20.840355578942013
508,-20.76025731873678
509,-20.73906148638266
510,-20.728211913363015
511,-20.6733098823774
512,-20.621539122813214
513,-20.601691624743108
514,-20.59373528519511
515,-20.569739978634697
516,-20.591628162908332
517,-20.485670608444483
518,-20.425096951122278
519,-20.38419620092895
520,-20.288497283017445
521,-20.205837320942575
522,-20.177295882554237
523,-20.17593663751464
524,-20.206259277643948
525,-20.166814166252856
526,-20.124314570524028
527,-20.083189093135402
528,-19.99261782335077
529,-19.94252568916132
530,-19.8905722043817
531,-19.827156997534008
532,-19.73364373415616
533,-19.681438066357483
534,-19.609149798582813
535,-19.609147679903128
536,-19.555764628395902
537,-19.424139788547457
538,-19.351164204560014
539,-19.358341034676002
540,-19.24577496274797
541,-19.216449941283557
542,-19.289356076930382
543,-19.303773863390365
544,-19.292810340742037
545,-19.242538791275937
546,-19.158797001750003
547,-19.128728698894953
548,-19.089085807227782
549,-19.16990884502264
550,-19.129471896330614
551,-19.04521657490074
552,-19.03659209355291
553,-19.003064953061383
554,-18.970031039148964
555,-18.91733745478882
556,-18.895696218855015
557,-18.906619730338328
558,-18.88832233833618
559,-18.82446481398472
560,-18.758010952953008
561,-18.699207749129318
562,-18.64560752176581
563,-18.574303970005396
564,-18.59502374576507
565,-18.52757578310475
566,-18.525599973304764
567,-18.502934155688873
568,-18.4601625078162
569,-18.378222236818132
570,-18.267150819830903
571,-18.18480841322743
572,-18.132697472119254
573,-18.09434076971529
574,-18.08086506870978
575,-18.050994828620215
576,-18.022069913346087
577,-18.014514584396753
578,-17.952352908511383
579,-17.93056460881707
580,-17.848766813482772
581,-17.771317102177026
582,-17.71115398358583
583,-17.671086632039092
584,-17.51345520344744
585,-17.410748913444117
586,-17.378948226118403
587,-17.35145068745612
588,-17.300592485135486
589,-17.27914034163659
590,-17.210678642034747
591,-17.14569725545494
592,-17.101882633125378
593,-17.03440651252145
594,-16.871777097646564
595,-16.817583211916286
596,-16.79456843603244
597,-16.73473166331662
598,-16.73472911238428
599,-16.725202532836903
600,-16.701777693478412
601,-16.661856092031563
602,-16.598154408806167
603,-16.57500717280609
604,-16.559824004220268
605,-16.534336372622636
606,-16.50399897638896
607,-16.50664747751694
608,-16.472114832066083
609,-16.432282241104694
610,-16.423441822583314
611,-16.43213680702949
612,-16.38378078046425
613,-16.33159516803806
614,-16.351311786288406
615,-16.340676427383404
616,-16.248519389211868
617,-16.272236347253997
618,-16.344245595315883
619,-16.28976980244304
620,-16.243382668863916
621,-16.19061282317381
622,-16.137938103707537
623,-16.10443622892441
624,-16.00253793317785
625,-15.962545988999928
626,-15.868718682583115
627,-15.900124419697875
628,-15.899212789671926
629,-15.822463164936867
630,-15.719714564024505
631,-15.717232823309383
632,-15.698564689305483
633,-15.75168141911235
634,-15.717757913283108
635,-15.679423179209161
636,-15.69477898251705
637,-15.69152983419988
638,-15.884782711921451
639,-15.84791975549953
640,-15.79538043384242
641,-15.82454543098023
642,-15.693776714577762
643,-15.64571302283951
644,-15.59613960087836
645,-15.575839679143499
646,-15.598846264431177
647,-15.739405288393254
648,-15.733828094239435
649,-15.638721798618503
650,-15.80976081209183
651,-15.790220581646787
652,-15.929103337665754
653,-15.88967330428676
654,-15.861667441627745
655,-15.883859055092056
656,-15.793469304066031
657,-15.764276712474704
658,-15.764154416865038
659,-15.753842000803884
660,-15.745194846770698
661,-15.732771346738119
662,-15.736136202435532
663,-15.696515754139192
664,-15.61874567914432
665,-15.746631477552889
666,-15.69665608452702
667,-15.678773747480044
668,-15.636663994215146
669,-15.675782042664668
670,-15.556679371296648
671,-15.593685926067756
672,-15.594490250356678
673,-15.716658850437096
674,-15.667632064668437
675,-15.738351994852291
676,-15.739047719966507
677,-15.819588228843264
678,-15.866304695544232
679,-15.885956673657962
680,-15.971043281068928
681,-15.957240319494595
682,-15.78388869370659
683,-15.641647832416142
684,-15.718955669587722
685,-15.750281240669537
686,-15.78181989078206
687,-15.648140092795584
688,-15.678848729076266
689,-15.320581477778235
690,-15.351965752876389
691,-15.547685611956283
692,-15.549604947542937
693,-15.557163946047003
694,-15.57330322945845
695,-15.589938681316335
696,-15.583474821078905
697,-15.622689150396234
698,-15.521409377792232
699,-15.31285561759641
700,-15.293945183532664
701,-15.35474021030241
702,-15.3929345077201
703,-15.430665640368737
704,-15.415121486507035
705,-15.65301590114437
706,-15.64614510537666
707,-15.660055297788421
708,-15.446908398249859
709,-15.557784041779646
710,-15.597361605786464
711,-15.607692805632233
712,-15.675559351969207
713,-15.647925755953166
714,-15.622667040488889
715,-15.64712071577755
716,-15.809240958730301
717,-15.779128570494477
718,-15.71214555542686
719,-15.757454280195407
720,-15.928939472620131
721,-16.034223587295163
722,-15.84856145558075
723,-15.871329092660499
724,-15.871093582529882
725,-15.861560803505437
726,-15.957573478942631
727,-15.910853846812941
728,-15.891531055597698
729,-15.897478761232232
730,-15.98102856947502
731,-15.961880562715066
732,-15.9929236249939
733,-15.971164507088506
734,-16.001437358728214
735,-16.042475328214095
736,-16.017505724155868
737,-16.212360800222807
738,-16.005079517652362
739,-16.064289716901243
740,-15.806843673230246
741,-15.842112334917456
742,-15.850037383518565
743,-15.866574230511013
744,-15.925040093856298
745,-15.635777171767787
746,-15.64617127167797
747,-15.507816841917425
748,-15.533289892357638
749,-15.567111485619916
750,-15.431420345540992
751,-15.427031547049094
752,-15.25621880775434
753,-15.265645852288849
754,-15.050534173579146
755,-15.021006949326567
756,-15.108196303339776
757,-15.103752343711454
758,-15.08949871485664
759,-15.253817219288557
760,-15.289185897264215
761,-15.309794303616131
762,-15.34280797153214
763,-15.402971811791296
764,-15.43716298957948
765,-15.352739732095781
766,-15.40350550382892
767,-15.400977667682675
768,-15.668785248802092
769,-15.624797957978345
770,-15.782692143566264
771,-15.746768866939085
772,-15.787623771229864
773,-15.686451327576142
774,-15.725374778567293
775,-15.643310619447195
776,-15.888712518609893
777,-15.888827639559977
778,-15.893800113379909
779,-15.760263075858754
780,-15.718193708463517
781,-15.777900366622791
782,-15.963245771300397
783,-16.033447038148505
784,-15.935039517863883
785,-16.14647469440624
786,-16.186610676762594
787,-16.326973978082037
788,-16.326675174455367
789,-16.79767592464549
790,-16.61231385910843
791,-16.43123180623765
792,-16.161837241958832
793,-16.222119646939067
794,-16.192365986417464
795,-16.194643246757007
796,-16.213822941307445
797,-16.20403643633146
798,-16.173490898995453
799,-16.416620363792696
800,-16.462322985995126
801,-16.42343121469298
802,-16.440311599757205
803,-16.436795389685752
804,-16.39397637337828
805,-15.816657155398511
806,-15.847376082088154
807,-15.805060458351074
808,-16.08242681632259
809,-16.0016584814686
810,-15.924750544031694
811,-15.995717964830197
812,-16.029062619381556
813,-16.10546762447641
814,-16.110787835240032
815,-16.089986553456253
816,-16.02969838920168
817,-16.071261331736945
818,-16.278485126634262
819,-16.45994717909103
820,-16.360323170628128
821,-16.360285161392405
822,-16.57444242555151
823,-16.615796389435367
824,-16.67531578204971
825,-16.87484099345529
826,-16.97491103217508
827,-16.985992004835477
828,-17.004243599547433
829,-16.99026862808903
830,-17.02438032623998
831,-16.976224267262936
832,-16.938341602570876
833,-16.927185638716356
834,-16.928380748714392
835,-16.602524219040856
836,-16.615421291204967
837,-16.41939287452416
838,-16.44356490382738
839,-16.38269953982143
840,-16.66394818063286
841,-16.58514342125758
842,-16.590200212952013
843,-16.627146954771312
844,-16.63774344346963
845,-16.936489342435415
846,-16.94572386587125
847,-16.934524734281325
848,-16.974652751942198
849,-17.055683569081683
850,-16.967079088309475
851,-16.668397606468993
852,-16.618973228285245
853,-16.65211290956923
854,-16.948003689801922
855,-16.898396509118765
856,-16.884929623437685
857,-16.88861164090087
858,-16.930805439952696
859,-16.7448892789459
860,-16.753293470846913
861,-16.784752260101513
862,-16.74105046669201
863,-16.91187162109567
864,-16.876890652264645
865,-16.868289337474167
866,-16.816408785387274
867,-16.80375342439269
868,-16.6121767063285
869,-16.644905061054303
870,-16.7874310747509
871,-16.776043030066493
872,-16.94659361979533
873,-16.94137714267444
874,-16.926666016696505
875,-16.925305148503533
876,-16.69191224305882
877,-16.822010637513937
878,-16.751914342271995
879,-16.865341006517284
880,-16.852658713557574
881,-16.857206276483748
882,-16.89713091935895
883,-17.11923786534803
884,-17.110069969798143
885,-16.892809872240775
886,-16.97296299790072
887,-16.935158107750524
888,-16.940223854929705
889,-16.890139532849012
890,-17.31344907499872
891,-17.02393580207916
892,-17.289656846596653
893,-17.233207256013976
894,-17.275697889879925
895,-17.261811512992384
896,-16.958296570787375
897,-16.665537416671285
898,-16.89736527754363
899,-16.561666052094996
900,-16.529388341904525
901,-16.590579752963333
902,-16.689055903589086
903,-16.715162862840593
904,-16.747814023503334
905,-17.17491457124783
906,-17.345700551654474
907,-17.367057450790433
908,-17.352542548474744
909,-17.361682602209534
910,-17.376363697867518
911,-17.496716086236717
912,-17.45153756558437
913,-17.265751127831024
914,-17.24422354057027
915,-16.908907199481547
916,-16.897253455530787
917,-16.85282168306701
918,-16.69674353009827
919,-16.537253536359525
920,-16.647447993117307
921,-16.58707643295769
922,-16.262715579580565
923,-16.243151603180216
924,-15.886753759962874
925,-15.71069913391128
926,-15.224328736383047
927,-15.202245156988688
928,-15.189609527388754
929,-15.202517170282865
930,-14.81674648778454
931,-14.517259394875309
932,-14.524674165919489
933,-14.537167354293963
934,-14.54993180615563
935,-14.903899991033347
936,-14.903240342915469
937,-14.889800441573518
938,-14.858827676628277
939,-14.849211941959538
940,-14.922847499281326
941,-15.086829363241902
942,-14.717096296451231
943,-14.666288135036407
944,-14.622775102009433
945,-14.599376918934746
946,-14.622044544070846
947,-14.236193753758332
948,-14.216623994341472
949,-14.316895092023863
950,-14.437853163259609
951,-14.83516460189365
952,-14.882484066899718
953,-14.893128557045285
954,-14.82892084299333
955,-14.898519737289488
956,-15.12695017613656
957,-15.187378593033324
958,-14.768820791286906
959,-14.39829035351947
960,-14.406207371200804
961,-13.98373836614398
962,-14.055026162448296
963,-13.518920156828319
964,-13.535611993438792
965,-13.113293166988678
966,-12.720850071687705
967,-12.725089852704462
968,-12.679182933929813
969,-12.670608771345316
970,-12.700628145155218
971,-12.785067414739817
972,-12.370943062339304
973,-12.411478169069955
974,-12.425625402294527
975,-12.150934597609975
976,-11.731744449530824
977,-11.13170377367371
978,-10.779574885004347
979,-10.846672909310556
980,-10.912277509009089
981,-10.901284699643957
982,-10.51758061959089
983,-9.903128454747337
984,-10.020094308573134
985,-10.041617804742073
986,-9.515855553829908
987,-9.539049412098604
988,-9.183786215403662
989,-9.135091749912428
990,-8.549372567351037
991,-8.873697996931767
992,-8.867538213520957
993,-8.884819236679814
994,-8.56332113098825
995,-8.144976348907868
996,-8.459498311845033
997,-8.394698735741214
998,-8.171981478940502
999,-8.161263188689384
1000,-7.82244055801728
1001,-7.780138997294239
1002,-7.698317277661613
1003,-7.296637934379478
1004,-6.914407116588119
1005,-6.500852542501543
1006,-5.9937398094524665
1007,-5.610172307303027
1008,-5.132130592238671
1009,-5.101365213094879
1010,-4.719335436749235
1011,-4.138880796370398
1012,-4.241672634840109
1013,-4.410711113667179
1014,-4.442130448928192
1015,-4.768511524395574
1016,-4.679527493156203
1017,-4.8344816100606955
1018,-4.768192896710526
1019,-4.849020516473678
1020,-4.555014259639972
1021,-4.57088842379896
1022,-4.534870754151175
1023,-4.493185348746082
1024,-4.818781356917558
1025,-4.8699932811556685
1026,-4.84219903651066
1027,-4.50386972525553
1028,-4.1202452812176436
1029,-3.7793137118497655
1030,-4.111225172893168
1031,-4.108747506855436
1032,-3.7621191944265484
1033,-3.9022154671104023
1034,-3.9039602755871767
1035,-3.8545200669201485
1036,-3.846665514262215
1037,-3.8657408015850696
1038,-3.5423966030716976
1039,-3.7443626972467565
1040,-3.6712724403754358
1041,-3.156887494377794
1042,-3.552369436177992
1043,-3.2059355666769096
1044,-2.8739447665494158
1045,-2.9215628367174435
1046,-2.8995228233950887
1047,-3.371678189517093
1048,-3.3606852712441837
1049,-3.1986140515842862
1050,-3.1601978886777378
1051,-2.7179203742167646
1052,-2.323118860913394
1053,-2.393471954891746
1054,-1.9683521945542535
1055,-1.5638181763997727
1056,-0.8901111922410986
1057,-0.5505062346799768
1058,-0.6187664755738332
1059,-0.735902262720513
1060,-0.9599972296807073
1061,-1.0391833751222899
1062,-0.6213829243651993
1063,-0.6740843143159652
1064,-1.0998838168625675
1065,-1.1825501660851914
1066,-1.3571955410131833
1067,-1.0500621771114487
1068,-1.0990273154728605
1069,-0.8615321918010918
1070,-0.3547807317384643
1071,0.04890722347173945
1072,0.18565077111332667
1073,0.1764732846161233
1074,0.4501299498920492
1075,-0.033989312734853706
1076,-0.1422529392247095
1077,-0.19357930749659605
1078,-0.2543070098662785
1079,0.11070213931403951
1080,0.4878388741521926
1081,0.7828533093362295
1082,0.763626865943565
1083,0.7259784245833732
1084,1.1351045929713113
1085,1.4734083053693712
1086,1.4489027528326062
1087,1.7451492344811095
1088,1.7004803177280605
1089,2.0631073666169173
1090,1.981310492488978
1091,2.328554903952642
1092,2.227561241215975
1093,2.584294933273801
1094,2.5230070894142127
1095,2.4558375259799554
1096,2.833142532317471
1097,2.8201059080491153
1098,3.148069286265902
1099,2.704122191273953
1100,2.6627929726836994
1101,3.003289812960095
1102,3.40616050776178
1103,3.205089292769683
1104,3.1539654632444583
1105,3.1927422744780882
1106,3.2075658993624425
1107,3.1438702132019953
1108,3.0533323181949923
1109,3.39724061744672
1110,3.1111888663866107
1111,3.0247167110790936
1112,3.4607247594373787
1113,3.84348706989914
1114,4.045839276767701
1115,4.390225679633085
1116,4.640029493134056
1117,5.104673811898756
1118,5.442555675252973
1119,5.9032426195212055
1120,6.049465370664588
1121,6.398499722065526
1122,6.3418673688091145
1123,6.518416948118963
1124,6.830939082914316
1125,7.226187364407118
1126,7.1768843940381615
1127,7.1757632799103375
1128,7.103659883997825
1129,7.0656072085494745
1130,7.396853381108922
1131,7.143033956187583
1132,7.098232740296034
1133,7.473083651933783
1134,7.765211593602824
1135,8.04780474073603
1136,8.366496444345723
1137,8.74885008879133
1138,8.668171017416567
1139,9.137760745031535
1140,9.432388858821703
1141,9.385105836006735
1142,9.587454478725434
1143,9.560804658146477
1144,9.551649760228175
1145,9.825890874906992
1146,10.158595862858363
1147,10.318192503848737
1148,10.588217163973848
1149,10.959408883498329
1150,11.15825923212109
1151,11.072156411402617
1152,10.983377643668762
1153,11.181874190767696
1154,11.09801135283185
1155,11.078174251954046
1156,10.931517538669725
1157,10.98439870987938
1158,10.938318899320436
1159,11.006493807106017
1160,11.604976137905078
1161,11.5931199308899
1162,11.546010152093865
1163,11.469554304749568
1164,12.176667722040825
1165,12.147741736694659
1166,12.25704428569351
1167,12.190363251697542
1168,12.501059012461994
1169,12.53408170238058
1170,12.50246508756851
1171,12.317105214492523
1172,12.2628846329515
1173,12.576975102641086
1174,12.598313403254291
1175,13.118864422267514
1176,13.10292913187454
1177,12.999110248012885
1178,12.954526276522632
1179,12.911245072316358
1180,12.86460273238737
1181,12.88381213805446
1182,12.850697163129706
1183,12.747394206161783
1184,12.70444657205082
1185,12.688288082198342
1186,12.618946293224749
1187,12.554540250416037
1188,12.517792532064774
1189,12.450353483812105
1190,12.477447477719217
1191,12.442399112985722
1192,12.820385210791132
1193,12.798535296546108
1194,12.851268414552028
1195,12.750314156620577
1196,12.66146855395904
1197,12.613770254978558
1198,12.540427172387995
1199,12.993709762666006
1200,13.020421825387741
1201,13.005533231915576
1202,12.971921336738768
1203,13.10187580538714
1204,13.094684046054253
1205,13.00771768478947
1206,12.945165404232439
1207,12.932888487896133
1208,12.903817555484832
1209,12.838724789447529
1210,13.048767313679692
1211,13.069245532984612
1212,13.062818540930296
1213,13.034067113521898
1214,13.185535174503833
1215,13.124128335227232
1216,13.147548917578447
1217,12.964403221442248
1218,12.913662374224971
1219,12.85588131040758
1220,12.831380145792632
1221,12.773293592841345
1222,12.740031692953657
1223,12.8992616248604
1224,12.90667135823905
1225,12.877088418017813
1226,12.87993871254103
1227,12.805346943263656
1228,12.748863576951473
1229,12.719581799064867
1230,12.699926225806935
1231,12.90485796415151
1232,12.825927738314874
1233,12.915576408907203
1234,12.940672798588889
1235,12.908169353783007
1236,12.923031457510765
1237,12.834691385971645
1238,12.882131335965726
1239,12.903168773137866
1240,12.935777261851408
1241,12.915407813985334
1242,12.980511598258577
1243,12.969654500814533
1244,12.943934095994246
1245,13.046269618533277
1246,13.063127043845187
1247,13.26293799190269
1248,13.350618687656882
1249,13.344368498334285
1250,13.428383051899594
1251,13.466452907047282
1252,13.488296809724446
1253,13.690495173590609
1254,13.636679887954381
1255,13.610675819260155
1256,13.630463327809444
1257,13.591247008983016
1258,13.65543091541125
1259,13.605470057536072
