episode_number,episode_reward
350,-19.46922785269878
351,-19.40921867578459
352,-19.429852776460017
353,-19.35958629378914
354,-19.369915638238567
355,-19.410244982687995
356,-19.38997850001712
357,-19.36792943392687
358,-19.29783592112382
359,-19.247835921123823
360,-19.18920021259912
361,-19.16920021259912
362,-19.09894962694346
363,-19.08894962694346
364,-18.938482352101445
365,-18.859052002725935
366,-18.839052002725936
367,-18.840256623985205
368,-18.930256623985205
369,-18.891222089593033
370,-18.921222089593034
371,-18.921222089593034
372,-18.931222089593035
373,-18.95168936443505
374,-18.961955847105926
375,-18.95267379220443
376,-18.863277429141977
377,-18.773277429141977
378,-18.773026843486317
379,-18.74183139914124
380,-18.68086593353341
381,-18.630896835955895
382,-18.58081638208485
383,-18.65098010523853
384,-18.630948680856132
385,-18.629503935509796
386,-18.609503935509796
387,-18.679503935509796
388,-18.699177784544453
389,-18.708848440095025
390,-18.70013687234473
391,-18.7198075278953
392,-18.7998075278953
393,-18.789612902319135
394,-18.749612902319136
395,-18.72924791037474
396,-18.719851547312285
397,-18.790126058228285
398,-18.740137573482787
399,-18.760841900708904
400,-18.8108708743205
401,-18.8108708743205
402,-18.850953305379615
403,-18.94094412846543
404,-18.910944128465427
405,-18.972304025498318
406,-18.982548587983256
407,-18.962822880471375
408,-19.002822880471374
409,-19.033071771049762
410,-19.08307177104976
411,-19.102830362308293
412,-19.20283036230829
413,-19.15283036230829
414,-19.192579776652632
415,-19.142308946431438
416,-19.131352657737796
417,-19.08390765197349
418,-19.133713026397324
419,-19.203713026397324
420,-19.283713026397326
421,-19.263383681947897
422,-19.25395333257239
423,-19.314219815243266
424,-19.274219815243267
425,-19.154219815243266
426,-19.163969229587607
427,-19.223239769234603
428,-19.273023758266774
429,-19.282694413817346
430,-19.302546033449367
431,-19.2618319730036
432,-19.272080863581987
433,-19.322000409710945
434,-19.342000409710945
435,-19.311945088966798
436,-19.34161574451737
437,-19.331615744517368
438,-19.321421118941206
439,-19.301421118941207
440,-19.23112971088305
441,-19.13093565383809
442,-19.111004592454627
443,-19.1719184766681
444,-19.111918476668098
445,-19.062247821117527
446,-19.092247821117528
447,-19.112247821117528
448,-19.062053195541363
449,-19.012053195541363
450,-18.98202806241447
451,-18.982037239328662
452,-18.912231864904825
453,-18.8824983475757
454,-18.792472834572344
455,-18.802472834572345
456,-18.830982230961936
457,-18.833040473966374
458,-18.863133986769423
459,-18.802883401113764
460,-18.842360218047258
461,-18.842360218047258
462,-18.842530349831875
463,-18.852530349831873
464,-18.922997624673894
465,-18.932917170802853
466,-18.922187710449847
467,-18.902187710449844
468,-18.832107256578805
469,-18.8920957413243
470,-18.8520957413243
471,-18.902095741324302
472,-18.90242508577373
473,-18.882344631902686
474,-18.83174099496514
475,-18.81128523537763
476,-18.901285235377628
477,-18.930999495849395
478,-18.85102165910688
479,-18.90222628036615
480,-18.90319174597398
481,-18.91316661284709
482,-18.86323788980394
483,-18.763268792226423
484,-18.783362305029474
485,-18.78480705037581
486,-18.794807050375812
487,-18.684807050375813
488,-18.655077880597005
489,-18.495077880597005
490,-18.475077880597006
491,-18.425326771175392
492,-18.33513214559923
493,-18.345295868752906
494,-18.315215414881866
495,-18.35577503240243
496,-18.335580406826267
497,-18.225329821170604
498,-18.155329821170607
499,-18.14516032872133
500,-18.115191231143818
501,-18.184839947051582
502,-18.094870849474066
503,-18.054766692906654
504,-18.044766692906656
505,-17.994766692906655
506,-18.024763539163185
507,-18.025092883612615
508,-18.035092883612617
509,-18.025173337483658
510,-18.015173337483656
511,-17.915343469268276
512,-17.875343469268277
513,-17.845594054923932
514,-17.84557815790872
515,-17.875929442000952
516,-17.96689490760878
517,-17.987246191701015
518,-17.937246191701014
519,-17.837315130317553
520,-17.77674547969306
521,-17.787074824142486
522,-17.786994370271444
523,-17.756913916400407
524,-17.796913916400406
525,-17.776538891352075
526,-17.756594851431572
527,-17.717312796530074
528,-17.66761123855702
529,-17.59767410033557
530,-17.577760392282897
531,-17.58813234555062
532,-17.517883454972235
533,-17.477963908843275
534,-17.427963908843275
535,-17.428044362714317
536,-17.378322125769383
537,-17.368322125769385
538,-17.42851675134555
539,-17.428322125769384
540,-17.418103759237127
541,-17.378369093238938
542,-17.348130022837783
543,-17.298156471105248
544,-17.30814729419106
545,-17.328116391768575
546,-17.308116391768575
547,-17.317546741144085
548,-17.30768978532589
549,-17.33768978532589
550,-17.297247643610763
551,-17.267222510483872
552,-17.337222510483873
553,-17.336017889224607
554,-17.36604340222796
555,-17.356031886973458
556,-17.37778897325474
557,-17.3577085193837
558,-17.3777085193837
559,-17.377229644686352
560,-17.3478332816239
561,-17.32775282775286
562,-17.287821766369397
563,-17.28661714511013
564,-17.21661714511013
565,-17.17669759898117
566,-17.17742705933418
567,-17.17742705933418
568,-17.29750751320522
569,-17.23749389533283
570,-17.19749389533283
571,-17.12721938441683
572,-17.11721938441683
573,-17.13721938441683
574,-17.087823021354378
575,-17.078209842325354
576,-17.028209842325353
577,-16.988495581853584
578,-17.016966917970475
579,-16.975762296711206
580,-16.965681842840166
581,-17.00570697596706
582,-17.025706975967058
583,-16.993655534829003
584,-16.912450913569735
585,-16.93172145321673
586,-16.891370169124496
587,-16.861370169124495
588,-16.891390746961456
589,-16.91160675792928
590,-16.941606757929282
591,-16.951436626144663
592,-17.041301907271404
593,-16.961307676566992
594,-16.961326042017387
595,-16.941215871282097
596,-16.930681036505256
597,-16.950931622160915
598,-16.970906795122
599,-16.920850835042508
600,-16.89012759768255
601,-16.810011606932765
602,-16.869682262483337
603,-16.80979559596494
604,-16.739735719930856
605,-16.729735719930858
606,-16.639744896845045
607,-16.62941555239562
608,-16.568450086787788
609,-16.538369632916748
610,-16.518369632916748
611,-16.568369632916745
612,-16.498289179045706
613,-16.488289179045708
614,-16.408546484802393
615,-16.40853496954789
616,-16.308509836421
617,-16.298478933998513
618,-16.30867355957468
619,-16.34868507482918
620,-16.318289259845848
621,-16.28814087947787
622,-16.25819620022202
623,-16.237925370000827
624,-16.2450190916729
625,-16.285588742297392
626,-16.275783367873558
627,-16.25579488312806
628,-16.225825785550544
629,-16.26576292377199
630,-16.25557442653698
631,-16.305356060004723
632,-16.305676227539962
633,-16.275676227539964
634,-16.305676227539962
635,-16.30566766674322
636,-16.275719248137577
637,-16.29535425619318
638,-16.22527380232214
639,-16.205406339477655
640,-16.165975990102147
641,-16.185925290982254
642,-16.15549569763053
643,-16.175440376886385
644,-16.155449553800572
645,-16.10528583064689
646,-16.115019347976016
647,-16.075394373024345
648,-16.0751714435027
649,-16.065171443502702
650,-16.085069067720227
651,-16.115013746976075
652,-16.055013746976076
653,-16.06615849220126
654,-16.035829147751837
655,-16.05523702606879
656,-15.9852118929419
657,-15.925211892941899
658,-15.894860608849665
659,-15.933538628064618
660,-15.863487046670262
661,-15.873316914885642
662,-15.903244472443925
663,-15.924449093703192
664,-15.914368639832151
665,-15.924308763798072
666,-15.88422830992703
667,-15.853498849574024
668,-15.723498849574023
669,-15.733523982700914
670,-15.763498849574024
671,-15.763748227363132
672,-15.703634893881532
673,-15.653715347752573
674,-15.662985887399566
675,-15.693066341270608
676,-15.673066341270607
677,-15.693035438848124
678,-15.694781009874903
679,-15.665954728711688
680,-15.695431545645182
681,-15.615351091774139
682,-15.624071836438624
683,-15.656123277576677
684,-15.677327898835948
685,-15.60802645676647
686,-15.607818123338141
687,-15.627818123338141
688,-15.54779754550118
689,-15.537181418629773
690,-15.487181418629772
691,-15.507432004285434
692,-15.41776134873486
693,-15.427774966607249
694,-15.437837055027899
695,-15.447866771892144
696,-15.438536356211072
697,-15.40845590234003
698,-15.368387216575895
699,-15.387672336623723
700,-15.388282240502082
701,-15.368554889767934
702,-15.358884234217362
703,-15.348689608641198
704,-15.358145847737731
705,-15.348145847737731
706,-15.408114945315246
707,-15.378193704109014
708,-15.378829825267417
709,-15.367944813530627
710,-15.327919680403737
711,-15.357670789825349
712,-15.377751243696391
713,-15.337739728441885
714,-15.347737390101573
715,-15.357748905356075
716,-15.367693584611928
717,-15.367664611000329
718,-15.39766461100033
719,-15.41766461100033
720,-15.44766300992112
721,-15.457698056807496
722,-15.487574809566413
723,-15.456951233021078
724,-15.4198459960945
725,-15.3898459960945
726,-15.4098459960945
727,-15.3998459960945
728,-15.4198459960945
729,-15.389824056451694
730,-15.380074642107354
731,-15.360644292731847
732,-15.39050508927806
733,-15.4002545036224
734,-15.4602545036224
735,-15.440263064419144
736,-15.44025154916464
737,-15.400730712814163
738,-15.350786033558313
739,-15.330597536323303
740,-15.350517082452262
741,-15.380576958486342
742,-15.401006551838066
743,-15.381087005709105
744,-15.421087005709104
745,-15.441087005709106
746,-15.411353488379982
747,-15.390978463331653
748,-15.370523513894648
749,-15.340523513894647
750,-15.330898538942977
751,-15.280953859687123
752,-15.310953859687125
753,-15.310982833298722
754,-15.330982833298721
755,-15.291586470236268
756,-15.281560021968803
757,-15.321640475839843
758,-15.301422109307584
759,-15.303393096574595
760,-15.353444677968955
761,-15.323670130497721
762,-15.313754088193944
763,-15.25372318577146
764,-15.2335291287265
765,-15.213577489506076
766,-15.263657943377119
767,-15.244327527696043
768,-15.224247073825001
769,-15.194098693457027
770,-15.203929201007755
771,-15.223892245713996
772,-15.244005579195596
773,-15.233754993539938
774,-15.254404000021902
775,-15.234349998897502
776,-15.224349998897502
777,-15.204300447448944
778,-15.164260381309088
779,-15.204040698075913
780,-15.16458445897938
781,-15.214664912850422
782,-15.245223884747118
783,-15.204872600654882
784,-15.17486108540038
785,-15.184641402167204
786,-15.145138931267118
787,-15.164944305690954
788,-15.205024759561995
789,-15.215424875465574
790,-15.224220254206305
791,-15.214220254206305
792,-15.184208738951803
793,-15.164139800335265
794,-15.134026466853664
795,-15.094106920724705
796,-15.074086342887744
797,-15.074166796758787
798,-15.114260309561836
799,-15.105145321298624
800,-15.085249477866036
801,-15.075432588187695
802,-15.015432588187696
803,-14.995575632369503
804,-14.97521380369922
805,-14.96521380369922
806,-14.925244706121703
807,-14.915486114863175
808,-14.935815459312602
809,-14.916780924920431
810,-14.936076597694319
811,-14.856211316567581
812,-14.855481856214574
813,-14.884664645217487
814,-14.904676160471993
815,-14.8841065098475
816,-14.872982342459272
817,-14.862791632837693
818,-14.822187995900146
819,-14.772187995900147
820,-14.731103621449133
821,-14.731216954930733
822,-14.701365335298709
823,-14.742089610280619
824,-14.75202067166408
825,-14.732020671664081
826,-14.712020671664082
827,-14.712011494749893
828,-14.691986361623002
829,-14.732337645715234
830,-14.732337645715234
831,-14.722087060059575
832,-14.69223544042755
833,-14.702291400507045
834,-14.64214302013907
835,-14.62214302013907
836,-14.601959909817408
837,-14.601310903335444
838,-14.671141410886172
839,-14.68129848373878
840,-14.69136976069563
841,-14.691018476603398
842,-14.700303596651226
843,-14.710303596651226
844,-14.700303596651226
845,-14.690384888745792
846,-14.699180267486524
847,-14.739499332455358
848,-14.76965914218387
849,-14.77965914218387
850,-14.779844590845846
851,-14.799844590845845
852,-14.759649965269682
853,-14.729649965269681
854,-14.739954176592219
855,-14.739954176592219
856,-14.780005757986578
857,-14.780005757986578
858,-14.779971771673523
859,-14.748843203670122
860,-14.698812301247637
861,-14.72883743437453
862,-14.71883743437453
863,-14.777663715537745
864,-14.757857772582703
865,-14.76786928783721
866,-14.737299637212717
867,-14.756630052893788
868,-14.744659065626777
869,-14.75478231286786
870,-14.744896484572985
871,-14.734949396079447
872,-14.71468291340857
873,-14.724908365937338
874,-14.714988819808378
875,-14.705017687805888
876,-14.674869307437914
877,-14.644949761308954
878,-14.62497620957642
879,-14.575226795232078
880,-14.544957326816732
881,-14.5246060427245
882,-14.494370037469674
883,-14.484526695985744
884,-14.494343585664083
885,-14.484584994405552
886,-14.494616180403717
887,-14.444810805979882
888,-14.434810805979883
889,-14.395059696558269
890,-14.426013732161877
891,-14.395933278290839
892,-14.43594479354534
893,-14.465695902966955
894,-14.495239585824061
895,-14.484510125471054
896,-14.503385958082829
897,-14.523385958082828
898,-14.503272624601227
899,-14.483158452896104
900,-14.483107753776212
901,-14.48292464345455
902,-14.502658160783676
903,-14.492515116601869
904,-14.503480582209699
905,-14.50347140529551
906,-14.48347140529551
907,-14.49347140529551
908,-14.463471405295511
909,-14.453434024642712
910,-14.424083031124677
911,-14.424083031124677
912,-14.414812491477685
913,-14.435641217729273
914,-14.415390632073615
915,-14.395960282698109
916,-14.407155727043186
917,-14.387205893944142
918,-14.387809530881691
919,-14.397809530881691
920,-14.409860972019745
921,-14.389666346443578
922,-14.379641213316686
923,-14.378926333364516
924,-14.368997610321367
925,-14.358917156450326
926,-14.328836702579286
927,-14.358765425622435
928,-14.358680388014037
929,-14.318680388014036
930,-14.317950927661029
931,-14.297872168867261
932,-14.287862991953073
933,-14.288057617529237
934,-14.288205997897212
935,-14.29817509547473
936,-14.298369721050895
937,-14.29900566860085
938,-14.259200294177017
939,-14.239183636244777
940,-14.259112359287924
941,-14.258996368538142
942,-14.249961834145973
943,-14.239961834145973
944,-14.219358197208425
945,-14.199419949295667
946,-14.210624570554934
947,-14.190875156210593
948,-14.191433291580584
949,-14.211352837709542
950,-14.22136201462373
951,-14.230098715500919
952,-14.239942056984852
953,-14.26983533429716
954,-14.238572035174348
955,-14.218572035174347
956,-14.188002384549854
957,-14.177921930678814
958,-14.208058292774345
959,-14.188992803732786
960,-14.21894325228423
961,-14.198692666628569
962,-14.19868348971438
963,-14.169536826881416
964,-14.178651815144626
965,-14.19792235479162
966,-14.188297379839948
967,-14.198966964158874
968,-14.211018405296928
969,-14.241043538423819
970,-14.20106190387421
971,-14.211045947661507
972,-14.21096114624015
973,-14.210986279367042
974,-14.190020813759212
975,-14.18996549301506
976,-14.199384413030032
977,-14.229384413030031
978,-14.219378643734437
979,-14.229378643734437
980,-14.249707988183866
981,-14.229707988183867
982,-14.209707988183865
983,-14.209842737725952
984,-14.220037363302115
985,-14.22001563779382
986,-14.230046540216303
987,-14.249717195766877
988,-14.249636741895836
989,-14.259657319732796
990,-14.239827451517415
991,-14.248463160042117
992,-14.228382706171075
993,-14.207982590267498
994,-14.188285758221117
995,-14.168740707658122
996,-14.159796948549413
997,-14.139067488196407
998,-14.11891433900713
999,-14.118641689741278
1000,-14.128701565775359
1001,-14.118834102930876
1002,-14.128530934977256
1003,-14.148725560553421
1004,-14.148530934977257
1005,-14.168540111891446
1006,-14.168509209468962
1007,-14.188323760806986
1008,-14.178073175151328
1009,-14.188017043001075
1010,-14.18790287129595
1011,-14.207132031264287
1012,-14.207101128841803
1013,-14.187049547447444
1014,-14.197300133103104
1015,-14.177105507526937
1016,-14.147083782018642
1017,-14.147259067646456
1018,-14.136529607293449
1019,-14.116178323201217
1020,-14.126097869330174
1021,-14.126267361779446
1022,-14.136212041035298
1023,-14.127177506643129
1024,-14.147186683557317
1025,-14.145215696290304
1026,-14.185296150161346
1027,-14.155376604032385
1028,-14.165455872345191
1029,-14.165261246769028
1030,-14.145910253250992
1031,-14.146239597700422
1032,-14.145781499772593
1033,-14.125781499772593
1034,-14.115633119404617
1035,-14.105612440432742
1036,-14.135581538010259
1037,-14.125480425237143
1038,-14.105129141144907
1039,-14.105239311880197
1040,-14.045319765751238
1041,-14.035183403655708
1042,-14.004988778079541
1043,-14.014988778079541
1044,-14.014988288202987
1045,-14.014979993563266
1046,-13.994979993563266
1047,-14.004979993563266
1048,-13.974966375690878
1049,-13.954780346891043
1050,-13.944050886538037
1051,-13.924735681850192
1052,-13.924757621492999
1053,-13.914700621027007
1054,-13.89590859940567
1055,-13.895179139052663
1056,-13.895554164100993
1057,-13.875368135301157
1058,-13.85564078456701
1059,-13.865585951033582
1060,-13.83544889533216
1061,-13.825551100619844
1062,-13.8552089934418
1063,-13.835551100619844
1064,-13.836250083556797
1065,-13.816968028655301
1066,-13.856593003606973
1067,-13.826601298246693
1068,-13.796592121332505
1069,-13.775862660979499
1070,-13.775195289047142
1071,-13.753931989924329
1072,-13.754221185595913
1073,-13.753617548658367
1074,-13.784583014266197
1075,-13.782612026999185
1076,-13.803341487352192
1077,-13.773310584929709
1078,-13.763146861776027
1079,-13.762577211151534
1080,-13.741847750798527
1081,-13.742004409314598
1082,-13.722960698008237
1083,-13.722825948466154
1084,-13.712825948466154
1085,-13.722505566796404
1086,-13.73231094122024
1087,-13.692445660093501
1088,-13.70233148838838
1089,-13.702116853506459
1090,-13.721627656753006
1091,-13.713072402099344
1092,-13.70295823039422
1093,-13.713118040122733
1094,-13.703033238701375
1095,-13.712578289264368
1096,-13.702695767209862
1097,-13.683230601986702
1098,-13.713497084657579
1099,-13.703939226372704
1100,-13.703939226372704
1101,-13.693970412370868
1102,-13.664345437419197
1103,-13.654345437419197
1104,-13.634514929868471
1105,-13.604484027445988
1106,-13.614163645776237
1107,-13.594091788681526
1108,-13.614342374337184
1109,-13.603706426787225
1110,-13.623549768271157
1111,-13.613945583254495
1112,-13.623976485676978
1113,-13.603458416446843
1114,-13.613377962575804
1115,-13.633572588151967
1116,-13.65360349057445
1117,-13.673515290219743
1118,-13.662193309434695
1119,-13.662533078272427
1120,-13.672284187694038
1121,-13.721705683883384
1122,-13.711535552098765
1123,-13.691422218617165
1124,-13.691413041702976
1125,-13.702735022488023
1126,-13.672672934067373
1127,-13.682422348411714
1128,-13.662339917352597
1129,-13.662386162560786
1130,-13.682115332339592
1131,-13.682115332339592
1132,-13.67252051876096
1133,-13.672169234668727
1134,-13.672266033642343
1135,-13.681747964412208
1136,-13.651747964412209
1137,-13.681942589988374
1138,-13.682145493712632
1139,-13.671816149263204
1140,-13.68125653174264
1141,-13.641779714809147
1142,-13.641880827582263
1143,-13.641880827582263
1144,-13.642484954396366
1145,-13.64239645006247
1146,-13.652384934807968
1147,-13.632055590358538
1148,-13.630029282347378
1149,-13.640045179362595
1150,-13.630045179362593
1151,-13.640648816300141
1152,-13.65096898383538
1153,-13.65089712674067
1154,-13.660977580611709
1155,-13.671707040964716
1156,-13.691901666540879
1157,-13.682087695340716
1158,-13.672031735261221
1159,-13.66236107971065
1160,-13.679684455910001
1161,-13.669819842899363
1162,-13.64896650573233
1163,-13.64892410125216
1164,-13.678861239473608
1165,-13.667115668446828
1166,-13.627654416648836
1167,-13.636417565793492
1168,-13.655138310457978
1169,-13.645807894776903
1170,-13.645967704505416
1171,-13.636926792305692
1172,-13.646979703812153
1173,-13.6475833407497
1174,-13.607388715173535
1175,-13.607388715173535
1176,-13.607308261302494
1177,-13.587314030598087
1178,-13.617497140919747
1179,-13.62806679154424
1180,-13.648796251897247
1181,-13.62896574434652
1182,-13.658974921260707
1183,-13.679169546836874
1184,-13.6690211664689
1185,-13.669372450561132
1186,-13.658601610529468
1187,-13.688444952013397
1188,-13.648444952013397
1189,-13.678524837353232
1190,-13.648524837353232
1191,-13.668462748932583
1192,-13.668648197594559
1193,-13.669137394348013
1194,-13.679294052864082
1195,-13.6900143363029
1196,-13.740045238725383
1197,-13.74997338163067
1198,-13.709948248503778
1199,-13.699778756054506
1200,-13.678490323804803
1201,-13.728521226227288
1202,-13.738664270409092
1203,-13.758583816538053
1204,-13.758557368270585
1205,-13.748439890325095
1206,-13.738439890325093
1207,-13.748439890325095
1208,-13.728088606232859
1209,-13.738818066585866
1210,-13.728894839762098
1211,-13.719464490386592
1212,-13.719269864810428
1213,-13.719828000180419
1214,-13.689795120569858
1215,-13.68946577612043
1216,-13.699136431671002
1217,-13.679224632025711
1218,-13.671127692795789
1219,-13.69112769279579
1220,-13.671457037245215
1221,-13.631457037245216
1222,-13.661378278451448
1223,-13.65144003053869
1224,-13.671418305030395
1225,-13.661680490541384
1226,-13.670454146712329
1227,-13.670591398886389
1228,-13.690135081743497
1229,-13.68022358607739
1230,-13.650523288775267
1231,-13.639557823167436
1232,-13.649610734673898
1233,-13.648673586516427
1234,-13.648373883818552
1235,-13.65874890886688
1236,-13.688779811289365
1237,-13.658210160664872
1238,-13.668358541032847
1239,-13.6585395051143
1240,-13.64904816695139
1241,-13.658777336730195
1242,-13.668519565441011
1243,-13.648253082770134
1244,-13.647048461510867
1245,-13.677196841878843
1246,-13.676857073041113
1247,-13.696456957137535
1248,-13.708508398275587
